disasterNumber,applicantId,state,applicantName,addressLine1,addressLine2,city,zipCode,hash,lastRefresh,id
4264,003-01090-00,New Jersey,ALPINE,100 Church Street,,Alpine,07620-1000,c582557ec1302453ce3d6b913d731cad4ffb7e1e,2025-07-20T15:03:00.489Z,8204d997-ed5c-48d0-a271-c0d639375f49
4261,000-UT7H6-00,Maryland,UNIVERSITY OF MD - BALTIMORE COUNTY,1000 Hilltop Circle,,Baltimore,21250-0000,95bef6275540b78a7da572e39658d2e65c9cdc54,2025-07-20T15:03:00.489Z,19f3b0dc-c884-4fe7-bb5a-543d78c89856
4264,001-UVNJ8-00,New Jersey,ATLANTIC COUNTY UTILITIES AUTHORITY,1801 Absecon Blvd,,Atlantic City,08401-0000,1f42f219bd8575affbadaadaa382606bda99677b,2025-07-20T15:03:00.489Z,fd68c22a-9ae7-45d9-a693-dbcc714143d3
4230,019-11450-00,Kansas,CEDAR VALE (RR NAME CEDARVALE),702 Cedar,,Cedar Vale,67024-0000,a1988a2472809d2ce365fa21ee0e606f54068b2a,2025-07-20T15:03:00.489Z,988a7cab-4ff6-4f9e-8851-796960526d01
4274,000-UF69P-00,Oklahoma,"CKENERGY ELECTRIC COOPERATIVE, INC.",3 Miles West of Binger,,Binger,73009-0000,e0bd8f5209a18118a6aa7621be64e108437a5ece,2025-07-20T15:03:00.489Z,1919191e-4528-4207-a389-a70ce2475be0
4288,123-19850-00,Wisconsin,DE SOTO,115 S Houghton St,,De Soto,54624-0000,8a244e9ad266c750c0ac2129fb08bc8dbfaeb6af,2025-07-20T15:03:00.489Z,8e111c72-cdd0-464b-94fe-f3704dad797f
1539,071-06460-00,Florida,TICE FIRE PROTECTION AND RESCUE,5170 TICE ST,,FT MYERS,33905-0000,13d7d639b2ef2dd51b5edc4ce1bff878626d88b8,2025-07-20T15:03:00.489Z,9a1bd065-ae68-4113-8c80-4f7ce24a468b
1545,071-URLED-00,Florida,ALVA FIRE PROTECTION & RESCUE DISTRICT,2660 STYLES RD,,Alva,33920-0000,e2a8469168672512b7a9dde80043fa79fddca87e,2025-07-20T15:03:00.489Z,8ee1786a-b9b8-4b75-ab77-37e54f12008f
1763,000-UOE95-04,Iowa,IA DNR/WILD LIFE BUREAU,51 ESCORT LANE,,IOWA CITY,52240-0000,1521af66ef1b2f523f1268a4e6cc837f8ffb85ab,2025-07-20T15:03:00.489Z,c8261dd3-a1f5-4ca6-9df7-ec6679b4aac7
1763,000-UZ9TW-00,Iowa,LINN COUNTY RURAL ELECTRIC COOPERATIVE,5695 REC DR,,MARION,52302-0000,815bd00b6da5b40e4402e446aaeab2a05d962c99,2025-07-20T15:03:00.489Z,dec658ab-c764-473b-92f9-996b12cba531
1763,153-UDAU1-00,Iowa,POLK COUNTY CONSERVATION,11407 NORTH WEST JESTER PARK DRIVE,,GRANGER,50109-0000,f376ec58bee8e9b05973406adfa9406febbe5eb6,2025-07-20T15:03:00.489Z,96d81d0c-8c1a-4932-9947-e18bb8b00858
1946,149-99149-00,Puerto Rico,VILLALBA (MUNICIPIO),Munoz Rivera Street,,Villalba,00766-0000,afe9b0ac662896d82317faa7a1936c28d2d37d92,2025-07-20T15:03:00.489Z,feec2252-bd1a-4eec-b606-84ad2935dead
1967,001-02722-00,Hawaii,HAWAII COUNTY POLICE DEPT,349 Kapiolani Street,,Hilo,96720-0000,6608c6a09b290169117f35e67c10d7520a01c764,2025-07-20T15:03:00.489Z,ec159bf3-adaf-462d-952c-5921e09371a1
4069,001-11620-00,Minnesota,CLARK (TOWNSHIP OF),11717 422nd Street,,Tamarack,55787-0000,d35e5a8dffb961e01de9ddaff77b94434a6a35f2,2025-07-20T15:03:00.489Z,75fdbeda-34ba-4598-ad4d-87facea3f66d
4189,135-42720-00,Tennessee,LINDEN,216 E Main Street,,Linden,37096-0000,dc016ecd12e7b2fdd8d17b16ec2822f29d4a8376,2025-07-20T15:03:00.489Z,2ef143f7-4419-4283-abcf-306879f78b2b
4210,059-30772-00,West Virginia,GILBERT,5 Wharncliffe Avenue,,Gilbert,25621-0000,4f050e75faec592a2c2ac1d838affaa9d73f32de,2025-07-20T15:03:00.489Z,f12f978b-0e80-4806-b222-6049f244820a
4238,105-095E1-00,Missouri,LEBANON SPECIAL ROAD DISTRICT #1,1489 Kent Dr,,Lebanon,65536-0000,493e59e3e72fa37bbf04fb92922d1fce69fd4f5c,2025-07-20T15:03:00.489Z,f921ba98-0cef-4a9a-b812-4086ef6fe4e2
4155,103-UGLC4-00,South Dakota,HILL CITY FIRE PROTECTION/HILL CITY VOLUNTEER FD,359 E Main St,,Hill City,57745-0000,47cfd9d6c329f5f01b01e0e1aadb230970aa913b,2025-07-20T15:03:00.489Z,11fac78d-c505-474b-ad58-3c57d47a0989
4155,000-U1FQA-00,South Dakota,SOUTH DAKOTA HIGHWAY PATROL,118 W Capitol AVe,,Pierre,57501-0000,a60b55ce21a56f2492cc61a138efdb1767c09988,2025-07-20T15:03:00.489Z,3ed04630-aa6f-49ad-9028-a300543f4670
4155,103-UJUSY-00,South Dakota,PRESBYTERIAN RETIREMENT VILLAGE OF RAPID CITY,255 Texas Rd,,Rapid City,57701-0000,e3eda36a477851830a1079e38cdf34ab31c77641,2025-07-20T15:03:00.489Z,3c76d0ca-0f69-4215-81f9-d4994379fdc4
4167,081-34300-00,North Carolina,JAMESTOWN,301 East Main St,,Jamestown,27282-0000,c20c95cf4c1153a15bcd678cdddee1254c2a0350,2025-07-20T15:03:00.489Z,1ce36249-a694-4a75-8cb2-ee1771f2c259
4117,000-U13R2-00,Oklahoma,OKLAHOMA DEPARTMENT OF TRANSPORTATION,200 Northeast 21st Street,Room 2 - AG,Oklahoma,73105-0000,849965878cca927b2db56ffd1b381e20459b6edf,2025-07-20T15:03:00.489Z,e4707a95-f1d7-4068-ba65-066aaf750fb3
4211,071-000F8-00,Tennessee,TENNESSEE VALLEY ELECTRIC,590 Florence Road,,Savannah,38372-0000,9194228f0857b5db97e05cab9a0ef1e0b642e908,2025-07-20T15:03:00.489Z,f4f85bc1-de0f-44fb-8662-0d336b00eae4
1545,081-54250-00,Florida,"PALMETTO, CITY OF",516 8TH AVE W.,,PALMETTO,34220-0000,b466bb5dfbc86fcb02e6de9206f985e56d5b1b91,2025-07-20T15:03:00.489Z,678673f0-1e06-41ed-9107-e0f5ff542315
1763,061-22395-00,Iowa,"DUBUQUE, CITY OF",50 WEST 13TH STREET,,DUBUQUE,52001-0000,c526ef5fbf1dc8f68ea207fefc79df011b8af93b,2025-07-20T15:03:00.489Z,61eee70e-cf4f-45db-8390-082658f1b676
4230,073-44075-00,Kansas,MADISON (TOWNSHIP OF),360 Rd.,,Madison,66860-0000,932944ba49bbf03130f5ac96baa9045668e9f61e,2025-07-20T15:03:00.489Z,7588c1e7-2eac-4c72-b74c-85665a2a20e5
4230,047-71400-00,Kansas,TRENTON (TOWNSHIP OF),1785 20th Avenue,,Offerle,67563-0000,40ecec3ea92c7d9b2a05d8872820038a053fb851,2025-07-20T15:03:00.489Z,a29963ed-702a-48aa-a6e0-1a23cd6d566c
4238,081-74662-00,Missouri,UNION (TOWNSHIP OF),19475 W. 180th St,,Eagleville,64442-0000,d1d572b8156994289d61eaaad5e20243b3e3fa7d,2025-07-20T15:03:00.489Z,7e9f213d-a1d8-4441-9eb7-f4a6ab166dee
4238,081-42752-00,Missouri,LINCOLN (TOWNSHIP OF),10628 W State Hwy 46,,Grant City,64456-0000,7ed92466de7e01715bf9cd270031912b806da8e8,2025-07-20T15:03:00.489Z,1fbb4610-e704-48e4-bd37-6f399cb7364e
4230,015-74900-00,Kansas,WALNUT (TOWNSHIP OF),5175 SW 157th Terr,,Douglass,67039-0000,f149d845a5f0b32b2ab00de500b3be2bef0b8f72,2025-07-20T15:03:00.489Z,fb318376-ff77-45bd-9d49-aba4f8329d17
1818,103-55596-00,Kentucky,NEW CASTLE,37 East Cross Main Street,,New Castle,40050-0000,a26b5bc64b907b4732915a123f0427a9de12281d,2025-07-20T15:03:00.489Z,79681cbd-8076-4739-bb06-38210c0fc4af
4176,045-99045-00,Alabama,DALE (COUNTY),202 S Hwy 123,,Ozark,36360-0000,27e859aae1eca58beaeaa2af6a6500c5a68645b6,2025-07-20T15:03:00.489Z,0b681994-c867-40ec-ae33-9bcf6dbcf96c
4287,173-55075-00,Kansas,PAYNE (TOWNSHIP OF),12010 E. 69th St. N.,,Wichita,67226-0000,3e294aed2490b80f3e1cf282658f816b606f6f6e,2025-07-20T15:03:00.489Z,a924a86c-a669-41f1-971e-1762a697b1cf
1659,043-17960-00,New Mexico,"CORRALES, VILLAGE OF",4324 CORRALES ROAD,,CORRALES,87048-0000,dafab530dda2ec11ed61184ee243780bddf6d539,2025-07-20T15:03:00.489Z,b78b14f7-ee13-4cae-b91c-7fad42bae8a6
4089,009-00E73-00,Rhode Island,CHARIHO REGIONAL SCHOOL DIST,455A Switch Rd.,,Wood River Junction,02894-0000,90e72258308ed25b780e25caa28b1f7afcd175b1,2025-07-20T15:03:00.489Z,1a280ee0-ac21-48db-a649-72bb6e605c5f
1659,000-67380-00,New Mexico,PUEBLO OF SAN FELIPE,5 BLACK MESA LOOP,,SAN FELIPE PUEBLO,87001-0000,37326ec35409924b7570d7e0d974bd052c55925d,2025-07-20T15:03:00.489Z,5eb4ee20-2433-440a-acdc-601ef68907e4
4091,033-45900-00,Maryland,LAUREL,8103 Sandy Spring Road,,Laurel,20707-0000,0c44cd801f464b99bbcda7ed93d5302c235eb623,2025-07-20T15:03:00.489Z,2e029506-8e67-4222-8c59-01d0ac9fdfd6
4261,005-99005-11,Maryland,BALTIMORE (COUNTY),400 Washington Avenue,,Towson,21204-0000,dad43e932d0ae1e57e7eda5b4bf5266e8e2e0b57,2025-07-20T15:03:00.489Z,ec1299fe-4f45-463f-a26c-6d248ffd3b36
4264,025-36480-00,New Jersey,KEANSBURG,29 Church Street,,Keansburg,07734-0000,fe71077e3706ad32963f366348d907f8bb9e79c0,2025-07-20T15:03:00.489Z,5f0a4333-c144-43db-a416-cdb6b6231b7e
1539,057-UY4M7-00,Florida,SOUTH TAMPA HEALTH & REHAB CENTER,4610 S. MANHATTAN AVE,,TAMPA,33611-0000,81d819d97a50f881f6aae46bcabc8902fb54e555,2025-07-20T15:03:00.489Z,b7299460-3743-4b50-bd11-b3dbb895e376
1561,057-02CCA-00,Florida,CHILDREN'S HOME INC,10909 MEMORIAL HWY,,Tampa,33615-0000,407256ffb262703f8053eec71fd913cfde76855c,2025-07-20T15:03:00.489Z,7b706ce7-10d3-4fa9-b890-29ccad8e2219
1763,065-50610-00,Iowa,"MAYNARD, CITY OF",135 3RD STREET SOUTH,,MAYNARD,50655-0000,9949663d9ff5b643bd67a9876a03f49b43053e3e,2025-07-20T15:03:00.489Z,c7e93e7c-15f7-458a-8350-afddb520e894
1539,057-UHN8L-00,Florida,SOUTH FLORIDA BAPTIST HOSPITAL,301 N. ALEXANDER STREET,,PLANT CITY,33563-0000,4231912bc02c765e5e53a88d78e7af3bc9c2f23b,2025-07-20T15:03:00.489Z,1fd6ef93-2d62-453b-82da-ab6192534954
1650,007-38748-00,New York,"JOHNSON CITY, VILLAGE OF",243 MAIN STREET,,JOHNSON CITY,13790-0000,6279c2e154c0a3fac43d076f8f3ca56e466f3a84,2025-07-20T15:03:00.489Z,53f0b48c-0e7d-408c-bd4f-879d832e5938
1246,051-91030,Louisiana,JEFFERSON PARISH PUBLIC SCHOOL SYSTEM,"4600 RIVER ROAD, MARRERO, LA",,,70072,ce5aff63d897ae3e682ce31d50d9b45a2a25f8af,2025-07-20T15:03:00.489Z,79efb2e0-f6e4-46f9-aff5-ff8e450183bb
1247,085-90003,Puerto Rico,"ACADEMIA DE ENSE00F1ANZA MODERNA, INC",PO BOX 209 (198 RD KM 24 H 2),,,00771,3199b3bf867713b98761f843268c7abcbf37788d,2025-07-20T15:03:00.489Z,e821b21e-908a-43d2-8953-76b15383acc0
1246,051-91000,Louisiana,E. JEFFERSON LEVEE DIST.,"203 PLAUCHE CT. NARAHAW, LA",,,70123,dc1a9ec73666d00529f25bf9c6c7deb85753f3b8,2025-07-20T15:03:00.489Z,508f15b7-a098-4b3d-a430-4659368543c9
1246,051-91001,Louisiana,JEFFERSON PAR SHERRIFF OFFICE,"100 HUEY P. LONG AVE. GRETNA, LA.",,,70053,6e44fd00807cf8cefc71551e6d8cc5162f7fffe0,2025-07-20T15:03:00.489Z,12ab660a-e45f-4408-8d0f-662c8bc31ea9
4021,003-68970-00,New Jersey,SOUTH HACKENSACK (TOWNSHIP OF),227 Phillips Avenue,,South Hackensack,07606-0000,e476d035d772f5766df1b20eb04bbaa0be443599,2025-07-20T15:03:00.489Z,b606e581-eddd-40e7-b61c-e1b2cf9cb26d
4021,003-63000-00,New Jersey,RIDGEWOOD,131 N. Maple Avenue,,Ridgewood,07450-0000,c7d82b5fe6bc9fdec561f8a303994f608953fbf2,2025-07-20T15:03:00.489Z,8e09db79-0f5d-43d2-98a5-d319a5b19e90
4021,027-03B1F-00,New Jersey,HANOVER TWP BOARD OF EDUCATION,61 Highland Ave,,Whippany                   ,07981-0000,278b93c25294948de3b314eef90bcc45a7ea4df5,2025-07-20T15:03:00.489Z,ef6acfcf-7516-477e-b328-1b3adac17502
4021,013-U8SWV-00,New Jersey,BLOOMFIELD BOARD OF EDUCATION,155 Broad Street,,Bloomfield,07003-0000,15548df308552e74e4e9fb6664b69c7da1629fec,2025-07-20T15:03:00.489Z,f2bf95df-77cf-4812-9261-0bdbe0b62f55
1994,000-UODQT-00,Massachusetts,DEPARTMENT OF DEVELOPMENTAL SERVICES,500 Harrison Ave.,,Boston,02118-0000,a636536d36f53a79032d1e412c4db7851d664462,2025-07-20T15:03:00.489Z,07c3b546-78c7-496f-ab1f-d8eb1a619be2
4017,123-99123-00,Puerto Rico,SALINAS (MUNICIPIO),Santos P. Amadeo #30,,Salinas,00751-0000,d9c5ab31fb9bbd909822a560dde45d6174371a41,2025-07-20T15:03:00.489Z,86e3cdff-fa41-48fc-9e91-49edd3dce4f9
4031,015-99015-00,New York,CHEMUNG (COUNTY),203 Lake Street,,Elmira,14901-0000,099c65ff2864b54186dea69e0be5b628aae1135d,2025-07-20T15:03:00.489Z,9e51bbb2-89ac-4c1f-9be1-d4521397086b
4021,035-ULCTY-00,New Jersey,GREEN BROOK BOARD OF EDUCATION,132 Jefferson Avenue,,Green Brook,08812-0000,5f7e58ddce1ea29e0722108ef941d595152f578d,2025-07-20T15:03:00.489Z,5e1b0ec8-7515-4a77-80b5-bb58bb97b461
4021,000-UMMXC-00,New Jersey,UNIVERSITY OF MEDICINE AND DENTISTRY OF NJ,30 Bergen Street ADMC 304,,Newark,07101-1709,efe9b05f5118baef28e78fe8281ce571335225fe,2025-07-20T15:03:00.489Z,e996f6a8-034b-4347-bc6c-fddc5c06b73f
4021,037-51930-00,New Jersey,NEWTON,39 Trinity Street,,Newton,07860-0000,0285d872d3f447fd477652cbfcffb66180171321,2025-07-20T15:03:00.489Z,f05b3de0-df16-4f4b-97f7-93bb60df5619
4021,039-15640-00,New Jersey,CRANFORD (TOWNSHIP OF),8 Springfield Ave,,Cranford,07016-0000,907577bacd17eaeb406b2530b62a7aafe4ede110,2025-07-20T15:03:00.489Z,cbe9d4de-f4b4-4647-b37f-c0480674e585
4021,007-68340-00,New Jersey,SOMERDALE,105 Kennedy Blvd. ,,Somerdale,08083-0000,0b43072904096e60aeb009b892d6f00adc5ea9b7,2025-07-20T15:03:00.489Z,53ef7d48-fd96-4bff-9494-1e7bc7cacef6
4021,035-07180-00,New Jersey,BRANCHBURG (TOWNSHIP OF),1077 US Route 202 North,,Branchburg,08876-0000,2a9f7c57f8e770e0356ec296b1a70bdc36113d7f,2025-07-20T15:03:00.489Z,1a564cb8-69fa-4f09-9b40-3f0ab3bbba87
4021,009-UICT9-00,New Jersey,NASW FOUNDATION,500 Forrestal Rd ,,Rio Grande,08242-0000,d28f75ef0a64e765e844df7cd87af938e2544855,2025-07-20T15:03:00.489Z,14b623eb-f17c-4d04-b366-5006748da4aa
4031,071-29553-00,New York,GOSHEN (TOWN OF),41 Webster Avenue ,,Goshen,10924-0000,9a0e47fb932256de7ec25a077ac1b55b63bd49c5,2025-07-20T15:03:00.489Z,43b22c83-ad4b-46ed-8903-5c691dce216c
4250,073-99073-00,Missouri,GASCONADE (COUNTY),119 E First Street,,Hermann,65041-0000,573befa3d845e49d027e79ad7fdcb9fb89b73ff6,2025-07-20T15:03:00.489Z,d0b00b3c-1336-417e-bfa0-72127e795fc9
4250,009-99009-00,Missouri,BARRY (COUNTY),700 Main,Suite 2,Cassville,65625-0000,e86f718497a1b1c2944523236ff38022957d2977,2025-07-20T15:03:00.489Z,9fedf61a-e9d7-4e7b-89cf-3c49065883e1
4290,161-22598-00,Minnesota,FREEDOM (TOWNSHIP OF),28650 50TH ST,,JANESVILLE,56048-2407,fc82fd7089aec2767d40350105caed0002b8ef25,2025-07-20T15:03:00.489Z,3bbf7ef7-79c3-4119-a91b-dbad81d4d7d9
4264,035-U2HC3-00,New Jersey,WARREN TOWNSHIP SCHOOLS,213 Mt. Horeb Road,,Warren,07059-5628,1dd33beafbaf2f26d96fb5d93a4484d85cb3c8c8,2025-07-20T15:03:00.489Z,2832b361-1184-4755-be3d-611674873cd7
4216,073-99073-00,Kentucky,FRANKLIN (COUNTY),321 West Main Street,,Frankfort,40601-0000,bad375edb31d91b10a2f5acab944313e9a1cab42,2025-07-20T15:03:00.489Z,9cefa36e-206c-4109-8dac-231b4ae58fad
4211,059-30980-00,Tennessee,GREENEVILLE,200 North College Street,,Greeneville,37745-0000,2ab816e28d79ee6ec0734a6eedba669ac75fdb7b,2025-07-20T15:03:00.489Z,6fc44118-2e2b-4f41-88e8-e08bb1748c7f
4264,007-10000-00,New Jersey,CAMDEN,520 Market Street City Hall 4th Floor,,Camden,08101-0000,9be2881802a6c86e2ab731025b6c217349e4d1c7,2025-07-20T15:03:00.489Z,1b227705-1eb6-4012-bd5f-3d474c52a72a
4211,123-08026-00,Tennessee,SWEETWATER UTILITIES BOARD,101 S. Oak St.,,Sweetwater,37874-0000,56bdaf3c00b11bafb52212be11ea0e07b3e89fe1,2025-07-20T15:03:00.489Z,23359742-e78c-4ac6-b737-c773faa07a9c
