disasterNumber,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,id
1439,TX,Harris (County),HOUSTON,77076,14,3252.82,11,45539.5,2,8,0,1,0,8,51221.16,16145.03,12850.0,22226.13,2,4,2,0,f1d776a1-830c-4938-8646-2dcb6d1d21e3
1439,TX,Harris (County),HOUSTON,77077,4,2390.52,4,9562.07,0,4,0,0,0,4,15137.46,8827.46,5810.0,500.0,1,3,0,0,30041ceb-9c76-4bc0-aae0-4c05c0e0c65d
1439,TX,Harris (County),HOUSTON,77078,7,1840.49,5,12883.41,2,3,0,0,0,3,16004.05,6866.09,5694.0,3443.96,1,1,1,0,4d5160d4-ed95-40b9-b148-8204a9bfba56
1439,TX,Harris (County),HOUSTON,77079,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,be1786df-6fb0-43f6-b1e3-3c031d0d667f
1439,TX,Harris (County),HOUSTON,77080,7,2391.46,6,16740.2,0,6,0,0,0,5,14916.93,6124.96,5072.0,3719.97,4,1,0,0,dd830e61-a84c-42b9-b949-c3532d661e1c
1439,TX,Harris (County),HOUSTON,77082,3,1786.53,3,5359.58,0,3,0,0,0,1,1110.86,1110.86,0.0,0.0,1,0,0,0,f8e4a499-410e-4326-a5a3-4a2ed91a0201
1439,TX,Harris (County),HOUSTON,77083,1,337.24,1,337.24,0,1,0,0,0,1,2494.54,342.04,0.0,2152.5,1,0,0,0,297084dc-e03d-4dd2-9e32-fb89cd6ba6cc
1439,TX,Harris (County),HOUSTON,77084,16,5059.41,13,80950.56,2,7,3,1,0,11,37617.72,24827.35,7408.0,5382.37,7,3,1,0,87cd58a8-1fde-4443-8f36-9b44cbe6c694
1439,TX,Harris (County),HOUSTON,77086,42,5973.68,40,250894.41,3,29,6,2,0,34,156898.06,72134.79,34798.0,49965.27,17,11,6,0,417a4172-7740-495d-ad86-b78c771f766e
1439,TX,Harris (County),HOUSTON,77087,4,3159.29,4,12637.15,0,4,0,0,0,4,14758.58,8016.19,4168.0,2574.39,1,3,0,0,73096b4a-2dd4-45e8-b18b-15cce311179f
1439,TX,Harris (County),HOUSTON,77088,119,8568.97,113,1019707.51,7,54,44,7,1,79,361125.52,109497.19,113919.33,134468.71,54,9,16,0,70698fa9-f18b-406d-bc21-c7f77acbf50c
1439,TX,Harris (County),HOUSTON,77089,1,458.48,1,458.48,0,1,0,0,0,1,458.48,458.48,0.0,0.0,1,0,0,0,fcff259f-3010-4115-b283-22fe2564e4fb
1439,TX,Harris (County),HOUSTON,77090,1,3756.48,1,3756.48,0,1,0,0,0,1,5840.48,2465.73,2084.0,1290.75,0,1,0,0,c0c54579-f608-4ea8-9b26-fea3029dbb28
1439,TX,Harris (County),HOUSTON,77091,6,899.92,6,5399.49,3,3,0,0,0,2,2442.04,1978.03,0.0,464.01,2,0,0,0,e1cdd885-2411-4f5b-a392-2221a638ba4b
1439,TX,Harris (County),HOUSTON,77092,5,1812.62,4,9063.09,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,ebe8fe6a-9857-4925-bbe6-59fe9bae0487
1439,TX,Harris (County),HOUSTON,77093,38,5222.32,35,198448.28,6,23,4,2,0,28,168019.96,56442.51,25012.0,86565.45,14,5,9,0,5cc1d3aa-69cd-49f5-8dbf-c1606d846d5d
1439,TX,Harris (County),HOUSTON,77095,1,2240.42,1,2240.42,0,1,0,0,0,1,2240.42,2129.69,0.0,110.73,1,0,0,0,fd32f235-2934-46e8-b3cc-bf21e8855887
1439,TX,Harris (County),HOUSTON,77097,1,8871.47,1,8871.47,0,1,0,0,0,1,10825.72,5000.0,1494.0,4331.72,0,0,1,0,cc267f03-6a1c-4f38-a3b3-f63d62833e68
1439,TX,Harris (County),HOUSTON,77099,2,41.43,1,82.86,0,1,0,0,0,1,2657.86,2657.86,0.0,0.0,1,0,0,0,d6882ef4-b57b-41d6-9d3e-b815efa88130
1439,TX,Harris (County),HOUSTON,77396,1,18864.38,1,18864.38,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,dbe83830-74f5-4fa2-959e-03f825868900
1439,TX,Harris (County),HOUSTON,77476,1,252.48,1,252.48,0,1,0,0,0,1,3387.79,252.48,0.0,3135.31,1,0,0,0,2118a98e-182b-4063-8815-caf4b46176c3
1439,TX,Harris (County),HUFFMAN,77336,11,5480.82,9,60289.04,0,7,2,0,0,7,45976.15,27075.77,7218.0,11682.38,1,5,1,0,2e3880b2-10c7-4c5a-b7ae-9b5912b75b4b
1439,TX,Harris (County),HUMBLE,77338,17,8089.73,15,137525.4,0,8,6,1,0,12,50540.64,38252.91,6480.0,5807.73,6,5,1,0,83be0fa8-d280-4cc0-a778-10ae6fb71951
1439,TX,Harris (County),HUMBLE,77339,13,7771.43,13,101028.54,0,10,2,0,1,11,43254.34,29134.33,5324.0,8796.01,6,4,1,0,75bd77c5-6448-4c6d-b967-59ce14fc2178
1439,TX,Harris (County),HUMBLE,77346,19,4197.34,17,79749.38,1,13,3,0,0,12,62133.33,34444.77,9610.0,18078.56,7,3,2,0,cda945a3-681b-489c-ab0b-33ab7ebdfd0c
1439,TX,Harris (County),HUMBLE,77396,29,5591.68,21,162158.76,2,14,4,1,0,14,94800.49,50906.65,8564.0,35329.84,3,6,5,0,74e070fd-e8e1-4382-afc8-d90eb363fadd
1439,TX,Harris (County),JERSEY VILLAGE,77040,2,5823.66,2,11647.31,0,1,1,0,0,1,2089.5,2089.5,0.0,0.0,1,0,0,0,2dffd15f-1ba6-4842-83ca-254f9a3255a0
1439,TX,Harris (County),KATY,77449,3,3053.95,3,9161.86,0,3,0,0,0,3,13687.58,4450.63,2650.0,6586.95,1,2,0,0,3baf8a85-f4ee-4628-85d6-fa7f85a4dbde
1439,TX,Harris (County),KINGWOOD,77339,7,4942.45,6,34597.17,0,5,1,0,0,6,26673.96,15210.05,3948.0,7515.91,3,2,1,0,bfb91916-aad3-4128-ad5c-c085c0135903
1439,TX,Harris (County),LA PORTE,77571,1,5244.3,1,5244.3,0,1,0,0,0,1,3443.97,3443.97,0.0,0.0,0,1,0,0,fbaf23dd-e7e1-4dcc-8919-25d286351fa8
1439,TX,Harris (County),PASADENA,77503,4,2841.75,4,11366.98,2,1,1,0,0,2,7534.72,5222.72,2312.0,0.0,1,1,0,0,7d6eeb8b-e468-4dbf-9b4e-63ce0f56cc36
1439,TX,Harris (County),PASADENA,77506,5,2387.13,5,11935.67,1,4,0,0,0,4,18318.22,11935.67,3240.0,3142.55,2,1,1,0,bce4e088-ead3-4e81-806a-ac3196fa2b1f
1439,TX,Harris (County),PATTISON,77466,1,7330.14,1,7330.14,0,1,0,0,0,1,13824.14,2550.7,1494.0,9779.44,0,0,1,0,91adf75f-56ad-4474-998a-0a665e2d0bbe
1439,TX,Harris (County),SEABROOK,77586,1,11345.8,1,11345.8,0,0,1,0,0,1,5496.24,0.0,0.0,5496.24,0,1,0,0,13ef765f-1c67-4b52-99e8-6f4d7ec6b27d
1439,TX,Harris (County),SIMONTON,77476,1,1999.55,1,1999.55,0,1,0,0,0,1,6289.88,1999.55,1156.0,3134.33,0,1,0,0,d6ce7e0d-39a1-4246-9f34-51260566a377
1439,TX,Harris (County),SOUTH HOUSTON,77587,1,6129.79,1,6129.79,0,1,0,0,0,1,8213.79,4572.03,2084.0,1557.76,0,1,0,0,13b07e9d-ffa2-403a-a38e-1781f18145a6
1439,TX,Harris (County),SPRING,77373,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,75eb5ca6-8157-4db5-baec-a364dfcdd7bf
1439,TX,Harris (County),SPRING,77379,1,14094.74,1,14094.74,0,0,1,0,0,1,10672.57,5000.0,0.0,5672.57,0,0,1,0,04c4498a-8630-41bc-b9ed-ee5c750e4a92
1439,TX,Harris (County),SPRING,77388,1,4623.46,1,4623.46,0,1,0,0,0,1,5779.46,4623.46,1156.0,0.0,0,1,0,0,16a37fe3-4489-484e-9ca6-3ccec48673c6
1439,TX,Harris (County),SPRING,77389,2,5566.83,2,11133.65,0,2,0,0,0,1,4978.13,3822.13,1156.0,0.0,0,1,0,0,b73fd5e4-6a71-4e14-bee0-5100563f5014
1439,TX,Harris (County),TOMBALL,77375,3,4673.83,3,14021.49,0,2,1,0,0,3,11286.62,5628.91,2312.0,3345.71,2,1,0,0,6fd1c95f-4c86-44c6-a2f9-3140e64da50e
1439,TX,Harris (County),TOMBALL,77377,3,3149.23,3,9447.69,2,1,0,0,0,1,6156.0,5000.0,1156.0,0.0,0,1,0,0,e4348fb8-fcfc-4297-97ab-b81d1bba36a0
1439,TX,Hidalgo (County),ABRAM,78572,1,867.27,1,867.27,0,1,0,0,0,1,867.27,867.27,0.0,0.0,1,0,0,0,aa8a26aa-9a73-4889-a0b5-340801c627f2
1439,TX,Hidalgo (County),ALAMO,78516,180,1309.15,172,235647.67,8,164,0,0,0,158,261112.13,167185.87,41828.0,52098.26,133,25,0,0,41b40a88-d86f-4b47-b93b-d6a4ee25ddfa
1439,TX,Hidalgo (County),BORDER HEIGHTS,78537,1,2995.11,1,2995.11,0,1,0,0,0,1,2995.11,350.52,0.0,2644.59,1,0,0,0,ad609538-e1ae-4ec2-b178-380e1523c0a6
1439,TX,Hidalgo (County),DONNA,78537,258,1400.38,246,361299.12,6,239,1,0,0,226,405940.68,238930.19,63990.0,103020.49,185,40,1,0,ff9ebd30-ea30-4cbf-a1c7-dc3a35013afe
1439,TX,Hidalgo (County),EDCOUCH,78538,290,1550.18,275,449552.98,10,265,0,0,0,257,469766.96,331129.73,50728.0,87909.23,216,41,0,0,a1419d8a-f443-4dbe-b492-0fcc0e006908
1439,TX,Hidalgo (County),EDCOUCH,78543,1,269.46,1,269.46,0,1,0,0,0,1,269.46,269.46,0.0,0.0,1,0,0,0,8251f495-3085-492d-a0e6-46c7235e917d
1439,TX,Hidalgo (County),EDINBURG,78539,701,1833.42,664,1285229.01,45,612,6,1,0,587,1449435.73,852231.82,223594.0,373609.91,446,127,14,0,47534c12-5c6a-41cb-9eb6-854dc126cc1b
1439,TX,Hidalgo (County),EDINBURG,78540,33,1492.69,32,49258.77,4,27,1,0,0,26,55790.94,37384.89,9242.0,9164.05,20,6,0,0,e983c42c-74fb-40de-a6bd-48bd81d389b5
1439,TX,Hidalgo (County),EDINBURG,78541,682,1802.01,649,1228969.94,42,602,5,0,0,577,1361931.07,791255.22,203462.0,367213.85,435,130,12,0,87819e65-e3df-4a87-97fc-8ce89f4ef11d
1439,TX,Hidalgo (County),EDINBURG,78554,1,1664.96,1,1664.96,0,1,0,0,0,1,1664.96,1664.96,0.0,0.0,1,0,0,0,98870fb8-1431-4623-9b03-c5c4be6c0661
1439,TX,Hidalgo (County),EDINBURG,78593,1,4469.87,1,4469.87,0,1,0,0,0,1,5255.87,1397.88,786.0,3071.99,0,1,0,0,91634f7b-674a-4a41-ab17-1045e0e54e12
1439,TX,Hidalgo (County),ELSA,78538,1,40.4,1,40.4,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,d1fc440e-0199-4f91-b907-0b17c5ca9bce
1439,TX,Hidalgo (County),ELSA,78543,258,1736.15,230,447925.72,16,211,3,0,0,208,466208.54,320329.71,55870.0,90008.83,160,45,3,0,abee5e26-eb73-44fa-84dc-0465c5e1fc8e
1439,TX,Hidalgo (County),ELSA,78546,1,6895.76,1,6895.76,0,1,0,0,0,1,8017.76,3308.24,1122.0,3587.52,0,1,0,0,81ac4fa7-f43a-4d31-8789-b609824c0c2b
1439,TX,Hidalgo (County),FAYSVILLE,78541,1,2453.86,1,2453.86,0,1,0,0,0,1,2453.86,2453.86,0.0,0.0,1,0,0,0,91f59f64-28c2-42ee-8d96-905c0badc694
1439,TX,Hidalgo (County),HARGILL,78549,46,2058.22,43,94678.04,0,42,1,0,0,42,108374.64,71040.69,14972.0,22361.95,31,9,2,0,15cfce89-bb80-4829-8bc9-0c950def7239
1439,TX,Hidalgo (County),HIDALGO,78557,10,1451.04,9,14510.39,0,9,0,0,0,9,16791.42,8141.36,6846.0,1804.06,9,0,0,0,0843c673-9020-4cf1-8306-4b04322d8d2b
1439,TX,Hidalgo (County),LA BLANCA,78539,1,554.69,1,554.69,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,b224eeb0-deff-4ba5-aa6b-d922eb740f52
1439,TX,Hidalgo (County),LA BLANCA,78558,86,1518.62,83,130601.07,7,76,0,0,0,74,147315.92,88571.94,21824.0,36919.98,56,17,1,0,f3a950e9-8401-4300-9e4d-cdd69b1a41f1
1439,TX,Hidalgo (County),LA JOYA,78560,30,1006.35,27,30190.5,5,22,0,0,0,22,47793.24,21379.17,17096.0,9318.07,17,5,0,0,2e936924-3c69-4940-bec2-c235651a7915
1439,TX,Hidalgo (County),LAS MILPAS,78577,1,1893.91,1,1893.91,0,1,0,0,0,1,1893.91,1893.91,0.0,0.0,1,0,0,0,6e601e98-99b9-4ee1-8f1b-4adad0b06935
1439,TX,Hidalgo (County),LA VILLA,78562,155,1629.43,147,252561.08,8,138,1,0,0,134,262848.8,179237.36,40512.0,43099.44,108,24,2,0,49aac7b7-e80c-4d47-88bf-3a0593f5d568
1439,TX,Hidalgo (County),LINN,78563,4,1230.66,4,4922.65,0,4,0,0,0,4,4922.65,4664.93,0.0,257.72,4,0,0,0,102b49af-f888-415f-aa7a-3a5f6cced234
1439,TX,Hidalgo (County),LOS EBANOS,78565,13,962.86,13,12517.13,1,12,0,0,0,12,16441.4,8068.12,4608.0,3765.28,11,1,0,0,4f561ab5-1f21-402d-80c4-1b999d72555d
1439,TX,Hidalgo (County),MCALLEN,78501,92,1563.65,77,143856.06,7,70,0,0,0,65,156842.39,106649.62,29568.0,20624.77,47,18,0,0,82a136f4-ab41-4ec6-947f-b3206425f545
1439,TX,Hidalgo (County),MCALLEN,78503,47,988.71,44,46469.18,5,39,0,0,0,37,51698.62,31514.16,10002.0,10182.46,36,1,0,0,e39d1212-8a39-44e7-984d-7ae32c880a70
1439,TX,Hidalgo (County),MCALLEN,78504,19,760.52,16,14449.89,2,14,0,0,0,11,13043.12,8307.43,3366.0,1369.69,10,1,0,0,45db4675-6e6c-4da8-8999-e15854cde9ae
1439,TX,Hidalgo (County),MERCEDES,78570,346,1765.86,337,610987.08,22,312,3,0,0,304,705844.14,373588.37,135540.0,196715.77,236,63,5,0,c6a1cd2b-ccfa-4fe5-bdc8-26865a9d53db
1439,TX,Hidalgo (County),MISSION,78572,580,1535.74,549,890728.09,31,515,3,0,0,496,1059863.05,530434.85,226141.0,303287.2,395,94,7,0,4ad8ba86-35c8-4b52-bfb4-972191e7b963
1439,TX,Hidalgo (County),MISSION,78573,14,2245.26,14,31433.63,2,12,0,0,0,12,35577.03,19478.57,7106.0,8992.46,9,2,1,0,c63aa85b-96cb-4689-97e1-82cca731db38
1439,TX,Hidalgo (County),MISSION,78574,612,1415.36,595,866199.94,58,535,2,0,0,527,1089095.79,503804.86,257243.0,328047.93,432,91,4,0,f78b87c0-1c2c-450b-b386-44855a4f23ea
1439,TX,Hidalgo (County),MONTE ALTO,78538,15,1365.49,14,20482.36,1,13,0,0,0,11,19985.53,13831.59,3930.0,2223.94,10,1,0,0,d66ecae4-726f-470c-b0eb-6d757114cae1
1439,TX,Hidalgo (County),MONTE ALTO,78543,1,1019.16,1,1019.16,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,f107738a-cfca-4765-b672-6d46fc63ba30
1439,TX,Hidalgo (County),MONTE  ALTO,78538,1,1766.94,1,1766.94,0,1,0,0,0,1,1766.94,1766.94,0.0,0.0,1,0,0,0,f536a5d7-5d32-4e14-b9dd-2850d4d27c61
1439,TX,Hidalgo (County),PALMA,78576,1,136.98,1,136.98,0,1,0,0,0,1,136.98,136.98,0.0,0.0,1,0,0,0,7613f019-9579-4fb8-9d84-62fdb8f1f0d7
1439,TX,Hidalgo (County),PALMVIEW,78572,4,1315.0,4,5260.01,1,3,0,0,0,2,4910.02,2510.02,0.0,2400.0,2,0,0,0,ad197c76-89ae-4546-9bb1-80e653d6e182
1439,TX,Hidalgo (County),PALMVIEW,78574,2,1217.31,2,2434.62,0,2,0,0,0,2,3334.62,813.95,900.0,1620.67,2,0,0,0,28134000-e8e1-4b38-bdd8-9dc01ed32712
1439,TX,Hidalgo (County),PALM VIEW,78572,1,1344.0,1,1344.0,0,1,0,0,0,1,2130.0,1344.0,786.0,0.0,1,0,0,0,9c39411c-8c6e-429c-91a5-bba7cbcc118d
1439,TX,Hidalgo (County),PENITAS,78560,1,293.0,1,293.0,0,1,0,0,0,1,293.0,293.0,0.0,0.0,1,0,0,0,0d6d6e23-12ad-49ba-a45c-fc6c304f354b
1439,TX,Hidalgo (County),PENITAS,78576,91,2203.5,87,200518.06,7,79,0,0,1,78,184337.08,65704.19,35534.0,83098.89,62,15,1,0,4905fd61-9e49-4d42-a38f-286e451f882b
1439,TX,Hidalgo (County),PHARR,78577,267,1371.39,246,366160.14,16,229,1,0,0,211,413536.72,283618.11,79660.0,50258.61,173,37,1,0,b15270dc-0160-46bc-9b25-ebdcdd3d6cb3
1439,TX,Hidalgo (County),PROGRESO,78579,328,1906.85,319,625445.34,16,303,0,0,0,291,724152.2,389847.66,138282.0,196022.54,212,75,4,0,c8c87539-8189-4c2c-9c88-ed6b1911d6d7
1439,TX,Hidalgo (County),PROGRESO,78596,8,2049.76,8,16398.04,0,8,0,0,0,8,24321.49,8879.73,7878.0,7563.76,6,2,0,0,98bbd584-7309-4e6b-a1a8-c37df1cbc2cd
1439,TX,Hidalgo (County),PROGRESO,78599,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,e321d738-d8db-4b16-9300-01718874a53d
1439,TX,Hidalgo (County),PROGRESO LAKES,78596,2,478.55,2,957.1,0,2,0,0,0,2,957.1,957.1,0.0,0.0,2,0,0,0,318ddd06-d5fc-4e62-9e2b-cce0b1811875
1439,TX,Hidalgo (County),PROGRESSO,78579,2,2227.95,2,4455.9,0,2,0,0,0,2,4455.9,3260.06,0.0,1195.84,1,1,0,0,0fa41cb0-d2bf-4ab8-9eb0-80e08506e369
1439,TX,Hidalgo (County),RELAMPAGO,78570,1,511.04,1,511.04,0,1,0,0,0,1,253.32,253.32,0.0,0.0,1,0,0,0,427d2e64-1676-4596-8d97-5c819ad8fdd8
1439,TX,Hidalgo (County),SAN CARLOS,78539,3,4654.12,3,13962.37,0,3,0,0,0,3,15762.37,9604.21,1800.0,4358.16,1,1,1,0,ec2b984d-cf16-4697-ba06-1eebb954c9bb
1439,TX,Hidalgo (County),SAN CARLOS,78558,1,2349.74,1,2349.74,0,1,0,0,0,1,2349.74,896.18,0.0,1453.56,1,0,0,0,feb7716f-1607-4743-8d9d-6362f7dba0e9
1439,TX,Hidalgo (County),SAN JUAN,78589,295,1580.52,287,466253.75,22,265,0,0,0,258,564200.28,377839.86,124051.0,62309.42,208,49,1,0,5c98565f-77e2-4896-b32f-a9b8289e230f
1439,TX,Hidalgo (County),ST CARLOS,78539,1,1647.66,1,1647.66,0,1,0,0,0,1,2433.66,1647.66,786.0,0.0,1,0,0,0,f8646e6b-7202-4fc6-978d-87f3094aadc7
1439,TX,Hidalgo (County),SULLIVAN CITY,78595,85,1221.06,80,103789.97,7,73,0,0,0,72,142985.86,64468.72,38614.0,39903.14,55,16,1,0,ab9ca0ea-15af-4364-959e-662a8c4b14ea
1439,TX,Hidalgo (County),WESLACO,78579,1,7828.81,1,7828.81,0,1,0,0,0,1,4849.24,3727.24,1122.0,0.0,0,1,0,0,a411c2dd-3d3e-4c71-8cc8-80d6a9aed0b1
1439,TX,Hidalgo (County),WESLACO,78596,579,1518.43,546,879171.89,48,494,4,0,0,479,951531.63,529035.67,133208.0,289287.96,385,89,5,0,29f39eea-e628-43ef-a90c-daa465d22f19
1439,TX,Hidalgo (County),WESLACO,78599,11,920.44,9,10124.86,0,9,0,0,0,8,12520.0,9656.38,2472.0,391.62,6,2,0,0,6b8e3879-e0ec-4c24-a4f3-1726b5fb3723
1439,TX,Hidalgo (County),WESTLACO,78596,1,1474.23,1,1474.23,0,1,0,0,0,1,2240.71,1454.71,786.0,0.0,1,0,0,0,db99ea33-323e-4133-b53f-c2ab472cf3ee
1439,TX,Jasper (County),BROOKELAND,75931,1,1703.64,1,1703.64,0,1,0,0,0,1,1703.64,1703.64,0.0,0.0,1,0,0,0,90106f2f-3830-4d89-8985-2bc669e0aaf3
1439,TX,Jasper (County),BUNA,77612,24,1769.92,24,42478.02,3,21,0,0,0,19,40940.47,32675.21,3600.0,4665.26,15,4,0,0,f813ba51-079c-4c20-a843-1bd914112ebc
1439,TX,Jasper (County),EVADALE,77615,2,2998.69,2,5997.37,0,2,0,0,0,1,1112.48,1112.48,0.0,0.0,1,0,0,0,286c93b6-dc2a-4e24-b265-0d56bcd29bc7
1439,TX,Jasper (County),JASPER,75951,220,765.0,198,168300.7,21,177,0,0,0,149,177211.81,118105.68,14500.0,44606.13,138,11,0,0,3e1cdb13-06cd-4dcd-b4ad-b0f85872f0c9
1439,TX,Jasper (County),KIRBYVILLE,75956,24,2187.86,23,52508.58,2,20,1,0,0,19,51295.16,30765.8,4092.0,16437.36,16,1,2,0,8de8ae0e-31ae-4755-b8df-2687d3fea41d
1439,TX,Jasper (County),PORT AURTHUR,77612,1,2714.14,1,2714.14,0,1,0,0,0,1,2714.14,0.0,0.0,2714.14,1,0,0,0,9fe25119-00b2-45aa-b8fe-03c9cdfb348c
1439,TX,Jasper (County),WIERGATE,75977,1,985.85,1,985.85,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,00855f31-54fd-4229-b1ae-1395a85a30a9
1439,TX,Jefferson (County),BEAUMONT,77701,323,3470.26,300,1120892.51,21,253,24,2,0,257,883608.11,499947.07,105648.0,275690.71,151,85,21,0,3cc8b85f-5625-4385-94bf-66026a88ae66
1439,TX,Jefferson (County),BEAUMONT,77702,9,3190.91,8,28718.15,1,7,0,0,0,5,18901.0,13573.92,3390.0,1937.08,3,2,0,0,05f795c6-d11b-4e2a-8dae-c3f1a58e949d
1439,TX,Jefferson (County),BEAUMONT,77703,366,2693.04,325,985653.5,34,273,13,5,0,273,884154.62,464582.69,115576.0,302832.75,180,73,20,0,f5189907-851e-4b16-a151-6bf4c846a3eb
1439,TX,Jefferson (County),BEAUMONT,77704,2,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,7a944641-a808-49cb-8f14-3ee71d92c0e2
1439,TX,Jefferson (County),BEAUMONT,77705,335,2503.65,300,838721.84,22,263,13,1,1,258,708940.7,410023.04,82638.0,216279.66,182,65,11,0,0ea26822-aad4-40b3-b0d2-91c5c5686e6f
1439,TX,Jefferson (County),BEAUMONT,77706,34,3623.0,32,123182.01,3,26,2,1,0,24,69187.22,47180.48,13325.0,8681.74,14,9,1,0,ab41369b-f9a4-4369-b778-c58a0b054456
1439,TX,Jefferson (County),BEAUMONT,77707,113,7968.07,100,900392.13,11,53,19,12,5,79,473570.99,214400.07,54721.18,204449.74,37,25,17,2,59261727-bc39-4a90-a604-706d4fdb5a13
1439,TX,Jefferson (County),BEAUMONT,77708,73,1969.0,62,143737.33,7,54,1,0,0,54,141274.26,75618.04,16688.0,48968.22,39,14,1,0,6b94b497-cc37-499a-928c-e938b89411d2
1439,TX,Jefferson (County),BEAUMONT,77713,30,1818.14,26,54544.17,3,21,2,0,0,21,43254.85,26581.98,9110.0,7562.87,15,6,0,0,913395b9-b74a-4393-b1ea-e4fdd3a08d49
1439,TX,Jefferson (County),BEAUMONT,77725,1,483.65,1,483.65,0,1,0,0,0,1,2053.65,483.65,1020.0,550.0,1,0,0,0,8bc3582b-a458-42f0-914c-3c45cde84226
1439,TX,Jefferson (County),CHINA,77613,9,2623.67,9,23613.03,1,8,0,0,0,5,16268.98,13440.11,1858.0,970.87,2,3,0,0,196c7e20-1c59-4188-a8b8-89850eba5ecd
1439,TX,Jefferson (County),GROVES,77619,6,1336.97,5,8021.79,1,4,0,0,0,3,5435.37,3699.4,0.0,1735.97,2,1,0,0,851c328d-30ba-4adf-9c11-09fe975fc7f9
1439,TX,Jefferson (County),NEDERLAND,77627,9,3174.39,9,28569.52,1,8,0,0,0,7,26626.71,19296.23,6890.0,440.48,3,4,0,0,10d86a36-4543-46d7-ab43-b35d9c1aa195
1439,TX,Jefferson (County),NOME,77629,4,949.25,4,3797.01,0,4,0,0,0,3,4256.46,2085.64,838.0,1332.82,3,0,0,0,77eacc67-70e3-4465-9dc4-2aaf4748773e
1439,TX,Jefferson (County),PORT ARTHUR,77640,468,1457.75,412,682227.32,53,350,9,0,0,325,701705.99,392143.19,147466.0,162096.8,258,57,10,0,7043c2c4-2b8e-424e-80e8-f18a815f2937
1439,TX,Jefferson (County),PORT ARTHUR,77641,2,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,207e949a-13c7-441e-a951-24027adbce83
1439,TX,Jefferson (County),PORT ARTHUR,77642,233,1321.87,192,307994.98,29,162,1,0,0,145,307893.64,180417.9,61140.0,66335.74,114,28,3,0,15848cc8-ffd0-4367-9d0c-abab31fbeee6
1439,TX,Jefferson (County),PORT NECHES,77651,3,2384.38,3,7153.15,2,1,0,0,0,1,8173.15,4860.84,1020.0,2292.31,0,1,0,0,b792d0cb-59f0-47a0-919d-57c8bdd69672
1439,TX,Jefferson (County),SABINE PASS,77655,1,2838.31,1,2838.31,0,1,0,0,0,1,3858.31,2838.31,1020.0,0.0,0,1,0,0,14ef4d76-5266-452f-bd10-cc3f3f62ab3c
1439,TX,Jim Wells (County),ALICE,78332,191,2376.11,169,453837.11,12,154,2,0,1,147,392057.79,286682.0,47046.0,58329.79,112,32,3,0,a38ab6a0-b0fb-4c85-8d93-82aa6897f827
1439,TX,Jim Wells (County),ALICE,78333,2,3404.21,2,6808.41,0,2,0,0,0,1,5787.25,5000.0,0.0,787.25,0,1,0,0,b9d9bcb7-beb2-481f-978b-04832391977c
1439,TX,Jim Wells (County),BEN BOLT,78342,3,943.31,2,2829.94,0,2,0,0,0,2,4483.94,2829.94,1104.0,550.0,1,1,0,0,806710cd-5698-4246-a191-76330bb386c6
1439,TX,Jim Wells (County),FALFURRIAS,78355,1,1667.78,1,1667.78,0,1,0,0,0,1,1667.78,519.09,824.0,324.69,1,0,0,0,e432ddbb-932c-4432-98a4-a755915ed2df
1439,TX,Jim Wells (County),ORANGE GROVE,78332,1,6497.33,1,6497.33,0,1,0,0,0,1,5000.0,5000.0,0.0,0.0,0,1,0,0,70115565-811f-4b3e-9468-ce3fbb2db516
1439,TX,Jim Wells (County),ORANGE GROVE,78372,30,2803.64,30,84109.3,1,29,0,0,0,27,91253.03,62364.75,9880.0,19008.28,12,14,1,0,c811a92a-b7b9-40ea-a110-5c566f21ac07
1439,TX,Jim Wells (County),PREMONT,78375,15,2411.75,15,36176.28,0,15,0,0,0,14,42238.56,33919.89,6726.0,1592.67,8,6,0,0,e612193c-9b28-4f5d-9867-0038c06517c2
1439,TX,Jim Wells (County),SANDIA,78383,5,3745.05,5,18725.27,2,2,1,0,0,3,14543.87,11439.54,682.0,2422.33,1,2,0,0,e45f0704-8aa8-41c8-bd80-56a750ff6a8b
